sample_id,ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,organic_matter_percent,ec,drainage_class,texture_class,area_dekar,slope_percent,irrigation_type,water_source,elevation_meters,variety,previous_crop,first_hemp_season,avg_temp,seasonal_rainfall_mm,avg_humidity,avg_solar_radiation,rotation_n_credit,rec_nitrogen_kg_dekar,rec_phosphorus_kg_dekar,rec_potassium_kg_dekar,rec_irrigation_mm_week,expected_yield_ton_dekar,suitable
1105,6.6,47.4,37.7,270.3,2.47,3.99,poor,silt loam,108.1,19.8,flood,municipal,444.7,narli,legume,0,12.2,556.5,77.8,11.8,3.0,0.0,0.0,0.0,3.3,0.193,0
1106,6.55,53.1,39.2,240.9,5.03,3.56,poor,silt loam,435.0,5.3,flood,municipal,1026.1,narli,fallow,0,20.7,316.6,59.9,20.6,1.0,0.0,0.0,0.0,18.132,0.384,1
1107,6.54,57.2,44.3,150.1,1.1,3.16,poor,clay loam,97.8,18.8,flood,rain,276.4,narli,legume,0,8.0,367.9,38.7,10.6,3.0,0.0,0.0,0.0,14.382,0.125,0
1108,7.43,58.4,23.5,158.0,5.82,1.29,moderate,clay loam,33.9,20.6,drip,well,138.0,narli,sunflower,0,19.3,198.0,37.5,13.0,0.5,0.0,0.0,0.0,16.423,0.263,0
1109,5.84,78.3,22.5,85.2,6.16,2.26,poor,clay loam,580.8,10.7,flood,well,589.6,other,sunflower,0,33.1,172.9,52.5,10.5,0.5,0.0,0.0,0.0,26.111,0.16,0
1110,7.28,39.7,14.5,67.5,3.64,0.71,excellent,loam,498.0,16.1,drip,municipal,503.2,other,cereal,0,17.5,291.4,58.3,13.1,0.0,0.0,0.0,0.0,12.629,0.409,1
1111,7.86,48.8,30.1,198.3,4.13,0.5,good,silt loam,586.6,13.6,sprinkler,rain,518.4,narli,sunflower,1,15.1,167.7,56.7,17.4,0.5,0.0,0.0,0.0,23.209,0.418,1
1112,7.29,73.1,11.1,127.0,3.37,1.47,good,clay loam,140.2,7.0,drip,well,1009.4,other,hemp,1,33.2,158.1,36.6,14.9,-1.0,0.0,0.628,0.0,21.255,0.287,0
1113,6.43,66.6,8.7,104.0,3.08,2.78,excellent,sandy loam,363.3,4.0,none,well,420.9,other,hemp,0,8.3,201.7,48.1,10.8,-1.0,0.0,1.914,0.0,0.0,0.427,1
1114,6.97,79.8,18.9,278.4,3.79,3.0,poor,silty clay loam,360.0,12.3,sprinkler,rain,453.6,vezir,cereal,0,20.9,304.9,39.9,13.0,0.0,0.0,0.0,0.0,15.886,0.298,0
1115,5.09,20.2,16.3,94.6,2.69,3.75,poor,clay loam,421.2,15.8,drip,rain,1090.9,other,other,0,34.7,356.7,54.4,17.2,0.0,0.0,0.0,0.0,11.257,0.067,0
1116,6.13,24.4,13.7,231.2,4.48,0.32,moderate,loam,164.9,3.3,flood,well,422.1,other,hemp,0,30.9,626.7,44.2,11.1,-1.0,0.0,0.0,0.0,0.0,0.41,1
1117,5.5,71.0,40.7,62.6,1.38,1.67,poor,silty clay loam,484.6,18.8,sprinkler,river,546.8,other,sunflower,0,21.1,457.1,64.2,15.3,0.5,0.0,0.0,0.0,7.304,0.184,0
1118,5.97,50.9,38.0,248.7,2.67,0.71,moderate,loam,483.6,6.1,sprinkler,municipal,599.6,vezir,cereal,0,14.6,380.7,58.1,14.2,0.0,0.0,0.0,0.0,8.723,0.515,1
1119,5.46,59.1,31.4,238.7,6.06,3.17,moderate,silty clay loam,257.1,8.7,drip,municipal,510.5,narli,fallow,0,28.1,565.4,75.7,21.3,1.0,0.0,0.0,0.0,1.522,0.355,1
1120,6.97,54.0,40.9,219.8,3.25,2.25,moderate,silt loam,56.8,1.5,flood,well,323.4,narli,legume,0,11.0,578.9,77.7,18.9,3.0,0.0,0.0,0.0,1.49,0.407,1
1121,6.91,43.9,29.7,60.5,2.72,0.25,good,clay loam,20.8,16.5,drip,rain,509.5,vezir,other,0,20.4,256.3,36.1,11.5,0.0,0.0,0.0,0.0,15.285,0.407,1
1122,6.42,76.5,13.6,132.2,6.37,2.44,poor,clay loam,440.9,1.1,sprinkler,rain,306.8,other,other,0,32.9,412.6,35.2,23.2,0.0,0.0,0.0,0.0,10.492,0.197,0
1123,5.56,56.0,43.6,75.6,5.58,0.17,moderate,clay loam,460.3,10.2,sprinkler,well,779.0,other,legume,1,33.0,348.3,39.4,21.7,3.0,0.0,0.0,0.0,10.711,0.178,0
1124,5.89,66.1,14.1,109.7,1.21,3.73,poor,sandy loam,182.9,6.7,none,rain,667.4,other,hemp,0,25.2,558.2,64.5,17.1,-1.0,0.0,0.0,0.0,0.0,0.33,1
1125,5.16,73.0,37.5,60.9,1.39,2.0,moderate,clay loam,201.7,20.0,sprinkler,river,901.1,narli,hemp,0,11.0,592.5,57.1,18.0,-1.0,0.0,0.0,0.0,0.39,0.175,0
1126,5.07,74.9,17.9,124.6,6.2,3.26,good,silty clay loam,265.3,6.5,sprinkler,river,738.8,other,sunflower,0,27.7,642.5,81.3,15.2,0.5,0.0,0.0,0.0,0.0,0.425,1
1127,5.7,30.8,8.0,266.1,1.3,2.51,moderate,clay loam,383.4,21.6,sprinkler,rain,795.0,other,fallow,0,30.4,267.7,84.7,13.0,1.0,0.0,1.764,0.0,12.804,0.216,0
1128,5.82,47.2,34.7,264.4,2.08,3.01,good,silty clay loam,238.1,7.6,sprinkler,river,955.0,other,hemp,0,25.9,280.4,38.9,23.0,-1.0,0.0,0.0,0.0,12.214,0.484,1
1129,6.32,17.2,8.2,140.0,4.53,1.96,moderate,silt loam,288.3,3.2,drip,rain,167.1,narli,hemp,0,23.9,456.2,81.7,15.2,-1.0,0.0,1.792,0.0,6.198,0.631,1
1130,7.08,44.1,11.8,125.1,6.37,2.62,good,clay loam,22.8,19.3,sprinkler,municipal,734.3,vezir,other,0,10.7,420.5,54.8,23.4,0.0,0.0,0.389,0.0,9.686,0.289,0
1131,5.07,75.1,22.4,71.8,1.26,0.41,poor,sandy loam,68.2,7.5,drip,rain,96.0,other,hemp,1,15.0,276.2,73.6,18.7,-1.0,0.0,0.0,0.0,14.325,0.24,0
1132,5.14,63.1,26.9,204.1,2.06,3.43,excellent,silty clay loam,382.2,16.9,none,rain,158.1,other,cereal,1,15.1,281.2,41.2,19.5,0.0,0.0,0.0,0.0,0.0,0.228,0
1133,6.09,35.6,23.5,193.3,1.7,0.38,moderate,loam,32.2,5.1,drip,rain,907.7,narli,hemp,1,25.2,463.7,70.9,21.6,-1.0,0.0,0.0,0.0,5.759,0.446,1
1134,6.31,30.5,26.7,129.7,4.44,2.41,excellent,clay loam,272.0,0.8,sprinkler,river,263.4,other,other,1,23.4,264.1,44.0,14.8,0.0,0.0,0.0,0.0,14.638,0.578,1
1135,5.31,39.7,30.3,161.4,2.43,3.4,good,loam,563.0,7.2,none,municipal,298.8,other,fallow,1,34.0,550.7,72.3,16.0,1.0,0.0,0.0,0.0,0.0,0.204,0
1136,7.65,19.8,37.0,109.0,1.25,1.1,poor,silt loam,345.9,10.8,flood,municipal,778.7,other,other,0,26.7,535.5,80.5,19.8,0.0,1.859,0.0,0.0,4.477,0.256,0
1137,5.29,24.9,34.4,118.6,3.15,1.02,moderate,sandy loam,259.2,19.6,none,rain,802.8,narli,cereal,1,21.7,186.2,74.8,12.5,0.0,0.0,0.0,0.0,0.0,0.207,0
1138,6.41,29.8,24.8,261.7,4.14,2.45,good,clay loam,514.6,7.3,flood,well,629.5,other,cereal,1,20.2,491.1,38.7,16.7,0.0,0.0,0.0,0.0,7.371,0.598,1
1139,7.88,40.5,32.2,249.8,1.57,0.73,good,loam,139.1,1.2,drip,well,410.4,narli,legume,0,21.7,223.1,83.2,18.8,3.0,0.0,0.0,0.0,14.591,0.499,1
1140,7.73,71.2,37.6,68.6,3.59,2.89,moderate,sandy loam,119.6,10.0,none,municipal,843.5,vezir,fallow,1,13.0,386.0,35.3,18.6,1.0,0.0,0.0,0.0,0.0,0.336,1
1141,7.05,25.4,30.7,154.6,5.88,2.55,good,sandy loam,111.1,16.2,flood,municipal,378.6,other,other,1,33.8,592.5,36.6,11.6,0.0,0.0,0.0,0.0,0.51,0.198,0
1142,6.29,26.2,33.5,62.8,3.3,3.98,moderate,loam,159.6,1.3,sprinkler,well,781.8,narli,other,1,11.8,559.6,48.7,23.9,0.0,0.0,0.0,0.0,2.079,0.349,1
1143,6.68,71.2,12.1,151.4,3.18,0.58,excellent,silty clay loam,243.6,12.5,flood,well,288.6,narli,sunflower,1,32.6,182.1,35.9,11.4,0.5,0.0,0.258,0.0,32.827,0.326,1
1144,5.86,66.3,20.3,66.0,2.81,2.66,excellent,clay loam,193.6,13.0,none,river,577.0,other,cereal,1,11.2,153.0,75.9,19.2,0.0,0.0,0.0,0.0,0.0,0.44,1
1145,5.59,36.4,14.0,132.9,1.88,1.05,moderate,loam,403.2,21.6,drip,municipal,563.5,other,cereal,0,25.5,468.0,46.8,22.9,0.0,0.0,0.0,0.0,5.778,0.233,0
1146,7.99,26.3,20.6,251.5,2.09,1.52,poor,sandy loam,87.2,7.6,sprinkler,municipal,364.9,other,hemp,0,20.5,502.1,62.6,12.5,-1.0,0.0,0.0,0.0,4.903,0.26,0
1147,5.76,77.6,37.7,177.4,5.39,0.13,excellent,sandy loam,505.3,9.8,flood,river,212.3,narli,sunflower,0,16.9,496.1,49.8,20.2,0.5,0.0,0.0,0.0,6.506,0.724,1
1148,6.69,43.8,24.5,191.9,6.4,0.44,moderate,clay loam,593.9,17.6,sprinkler,well,785.3,vezir,hemp,0,11.9,587.0,51.3,22.2,-1.0,0.0,0.0,0.0,0.625,0.284,0
1149,6.59,45.2,43.1,235.6,1.6,1.46,moderate,loam,87.4,4.9,none,rain,85.7,other,cereal,1,19.7,524.2,41.5,17.1,0.0,0.0,0.0,0.0,0.0,0.465,1
1150,7.06,74.8,18.4,258.6,5.07,3.02,excellent,silty clay loam,532.6,18.7,sprinkler,rain,133.5,vezir,other,1,9.3,541.6,77.4,13.0,0.0,0.0,0.0,0.0,2.523,0.278,0
1151,6.1,56.8,42.9,249.4,3.82,2.1,poor,silty clay loam,468.3,6.1,sprinkler,rain,447.6,narli,legume,0,32.2,154.3,35.2,13.3,3.0,0.0,0.0,0.0,25.567,0.213,0
1152,7.83,57.5,19.0,120.9,3.54,3.61,good,silt loam,180.7,18.8,drip,rain,455.2,narli,other,0,18.4,535.6,52.2,19.2,0.0,0.0,0.0,0.0,2.959,0.304,1
1153,7.4,31.8,20.6,203.5,3.83,3.69,good,silty clay loam,449.6,10.4,none,municipal,566.8,vezir,hemp,0,14.0,486.0,51.5,19.3,-1.0,0.0,0.0,0.0,0.0,0.493,1
1154,7.47,79.4,33.1,167.5,6.25,0.92,excellent,sandy loam,487.7,18.6,none,rain,121.4,other,other,0,16.5,162.8,66.3,16.9,0.0,0.0,0.0,0.0,0.0,0.324,1
1155,5.85,30.4,15.0,188.0,4.32,0.61,good,sandy loam,442.3,5.3,sprinkler,rain,360.3,narli,hemp,1,26.7,505.5,75.4,14.0,-1.0,0.0,0.0,0.0,4.435,0.6,1
1156,7.91,31.0,25.8,76.5,3.33,2.49,poor,silty clay loam,161.0,8.2,flood,municipal,770.4,narli,cereal,1,19.1,385.1,38.7,15.9,0.0,0.0,0.0,0.0,12.834,0.288,0
1157,5.33,25.4,28.4,114.8,4.64,0.46,moderate,clay loam,412.7,16.8,drip,rain,370.9,vezir,other,0,32.5,234.4,42.5,23.7,0.0,0.0,0.0,0.0,14.256,0.132,0
1158,5.89,42.3,33.7,114.6,1.02,1.1,good,silt loam,490.5,7.8,flood,well,156.2,vezir,cereal,0,19.6,399.9,59.4,17.5,0.0,0.0,0.0,0.0,12.689,0.675,1
1159,7.96,52.5,30.2,117.8,5.53,0.24,moderate,loam,252.2,8.6,sprinkler,rain,981.0,other,legume,1,26.5,224.8,63.2,15.2,3.0,0.0,0.0,0.0,20.504,0.386,1
1160,5.11,56.8,41.9,65.2,4.97,3.83,poor,loam,42.4,5.0,sprinkler,municipal,354.1,narli,hemp,0,20.8,231.8,40.7,12.6,-1.0,0.0,0.0,0.0,14.971,0.276,0
1161,6.91,69.5,35.4,94.7,6.06,3.15,moderate,sandy loam,21.4,7.7,drip,rain,111.8,narli,hemp,1,9.5,429.6,79.2,17.2,-1.0,0.0,0.0,0.0,6.955,0.413,1
1162,5.16,33.6,28.7,168.0,3.98,3.57,moderate,silty clay loam,561.4,1.8,sprinkler,river,191.5,other,fallow,0,28.2,162.9,39.0,24.0,1.0,0.0,0.0,0.0,21.584,0.281,1
1163,6.51,36.1,35.4,119.6,3.25,3.39,excellent,sandy loam,395.1,19.6,flood,rain,188.1,other,sunflower,0,35.0,238.4,58.1,16.3,0.5,0.0,0.0,0.0,19.294,0.141,0
1164,5.78,43.7,38.0,213.8,2.5,1.34,excellent,clay loam,469.8,1.6,none,well,173.7,other,fallow,0,20.3,610.6,62.3,12.2,1.0,0.0,0.0,0.0,0.0,0.642,1
1165,7.16,61.0,36.0,116.6,3.41,0.11,moderate,clay loam,63.2,11.6,none,well,381.5,other,other,1,21.9,547.4,38.7,21.8,0.0,0.0,0.0,0.0,0.0,0.402,1
1166,6.73,38.9,10.4,162.6,3.88,3.6,moderate,silt loam,97.5,15.2,sprinkler,municipal,746.0,vezir,legume,0,29.4,192.4,65.2,23.7,3.0,0.0,0.924,0.0,19.857,0.316,0
1167,5.0,48.4,34.8,148.1,5.8,0.5,moderate,sandy loam,298.1,14.5,drip,rain,913.2,narli,sunflower,1,19.5,424.0,53.6,16.2,0.5,0.0,0.0,0.0,6.968,0.242,0
1168,5.25,18.5,44.1,80.1,6.1,2.33,poor,sandy loam,412.2,1.6,drip,rain,619.7,vezir,legume,0,8.3,174.0,52.4,14.0,3.0,0.0,0.0,0.0,17.206,0.153,0
1169,5.25,79.3,14.4,258.3,3.59,3.63,excellent,silt loam,396.1,15.0,flood,river,957.6,vezir,sunflower,0,28.2,375.7,50.5,21.6,0.5,0.0,0.0,0.0,14.094,0.277,1
1170,7.29,31.8,32.0,72.4,1.46,1.21,good,loam,275.7,1.3,flood,well,992.5,narli,cereal,0,29.1,456.3,46.5,16.2,0.0,0.0,0.0,0.0,8.117,0.492,1
1171,6.6,63.3,41.3,228.8,1.03,2.17,good,clay loam,464.8,17.9,none,municipal,666.6,narli,sunflower,0,24.6,345.5,60.5,13.9,0.5,0.0,0.0,0.0,0.0,0.457,1
1172,7.39,47.7,14.3,221.6,4.71,1.83,good,silt loam,35.5,13.8,none,river,217.3,vezir,cereal,1,34.3,518.3,40.5,22.6,0.0,0.0,0.0,0.0,0.0,0.197,0
1173,7.89,31.3,33.1,257.4,4.35,2.71,good,silty clay loam,149.0,4.1,sprinkler,municipal,912.9,vezir,legume,0,13.7,559.4,57.7,19.7,3.0,0.0,0.0,0.0,1.967,0.434,1
1174,7.28,72.5,13.5,248.9,2.46,1.45,excellent,loam,25.0,18.8,flood,river,908.4,other,hemp,0,22.8,201.0,65.5,23.6,-1.0,0.0,0.0,0.0,27.965,0.315,1
1175,6.34,40.1,18.9,188.5,6.15,3.84,excellent,silty clay loam,552.9,15.2,sprinkler,well,303.2,narli,hemp,1,17.1,173.7,48.6,21.2,-1.0,0.0,0.0,0.0,16.859,0.567,1
1176,7.52,55.3,26.6,202.8,3.5,3.97,excellent,clay loam,211.8,6.5,flood,rain,839.2,narli,cereal,1,11.1,455.2,84.8,20.1,0.0,0.0,0.0,0.0,12.984,0.537,1
1177,7.89,43.3,33.7,133.2,6.45,3.95,moderate,silt loam,238.6,5.9,drip,well,185.4,vezir,fallow,1,16.0,452.0,56.1,21.0,1.0,0.0,0.0,0.0,7.486,0.297,1
1178,6.23,67.2,13.0,89.1,6.07,3.48,poor,clay loam,36.4,9.5,flood,well,955.7,narli,legume,1,11.5,215.3,66.8,14.2,3.0,0.0,0.0,0.0,27.678,0.305,0
1179,7.15,74.0,10.5,151.0,4.57,1.21,excellent,silt loam,262.7,19.0,drip,river,695.6,narli,fallow,0,21.3,573.7,62.9,16.8,1.0,0.0,0.906,0.0,1.061,0.423,1
1180,7.09,34.4,31.0,172.3,3.82,1.57,good,clay loam,209.1,18.4,drip,well,198.5,other,other,0,17.1,188.0,43.6,19.3,0.0,0.0,0.0,0.0,15.264,0.317,1
1181,5.82,53.3,34.4,175.7,2.71,2.19,moderate,silty clay loam,594.3,10.2,drip,municipal,186.4,narli,legume,0,30.7,233.8,65.8,17.8,3.0,0.0,0.0,0.0,14.944,0.25,1
1182,5.63,25.4,8.6,250.8,6.2,2.14,good,loam,476.8,20.5,none,rain,167.1,other,other,0,17.1,385.6,61.5,20.3,0.0,0.0,1.622,0.0,0.0,0.359,1
1183,5.68,32.5,43.9,270.4,1.04,0.81,moderate,loam,174.3,14.1,flood,rain,282.1,vezir,cereal,1,25.6,579.4,77.6,16.3,0.0,0.0,0.0,0.0,1.523,0.362,1
1184,6.02,38.2,29.6,108.0,6.18,3.13,moderate,loam,118.7,7.9,none,well,357.1,narli,sunflower,1,27.6,226.2,52.1,14.1,0.5,0.0,0.0,0.0,0.0,0.63,1
1185,7.68,78.9,32.0,124.5,1.57,1.96,poor,silt loam,477.5,9.6,flood,rain,959.0,vezir,cereal,0,30.7,643.2,52.2,18.5,0.0,0.0,0.0,0.0,0.0,0.183,0
1186,5.79,58.6,26.5,110.2,2.03,0.8,poor,loam,184.4,13.4,flood,rain,1011.5,vezir,legume,1,30.9,595.6,47.0,18.6,3.0,0.0,0.0,0.0,0.268,0.2,0
1187,5.1,41.8,31.5,190.8,2.13,0.43,poor,loam,518.5,5.8,drip,well,280.6,other,hemp,1,28.5,221.9,46.2,15.0,-1.0,0.0,0.0,0.0,17.293,0.185,0
1188,7.99,17.5,32.9,268.3,3.01,0.95,excellent,silt loam,505.9,4.8,none,rain,42.9,other,other,0,12.5,533.5,38.5,14.5,0.0,0.0,0.0,0.0,0.0,0.367,1
1189,7.69,38.0,26.3,185.0,4.36,1.55,good,sandy loam,536.8,7.5,sprinkler,rain,164.7,other,other,1,11.1,407.0,78.8,23.4,0.0,0.0,0.0,0.0,9.416,0.416,1
1190,5.48,35.3,35.3,205.8,3.02,3.26,poor,clay loam,538.6,17.1,sprinkler,well,445.9,vezir,legume,0,24.5,504.9,39.6,21.7,3.0,0.0,0.0,0.0,4.821,0.188,0
1191,7.42,23.8,31.3,228.3,5.85,1.91,poor,silty clay loam,443.8,12.3,flood,well,223.6,other,sunflower,0,14.5,511.7,39.6,12.4,0.5,0.0,0.0,0.0,5.801,0.284,0
1192,5.52,28.0,36.6,111.4,4.54,3.2,poor,silty clay loam,165.3,4.3,drip,well,410.6,other,cereal,1,23.4,441.5,38.1,10.4,0.0,0.0,0.0,0.0,6.456,0.298,0
1193,7.71,36.1,23.0,79.0,5.95,0.44,poor,loam,484.0,16.4,sprinkler,municipal,885.1,other,sunflower,0,13.5,450.4,69.3,16.1,0.5,0.0,0.0,0.0,6.898,0.159,0
1194,6.48,33.9,12.8,229.0,1.83,3.12,poor,loam,311.5,21.9,drip,well,333.2,vezir,fallow,1,24.7,625.4,37.5,17.6,1.0,0.0,0.008,0.0,0.0,0.22,0
1195,5.35,52.2,33.0,251.1,1.2,0.7,moderate,loam,206.1,21.2,sprinkler,well,497.7,narli,cereal,0,31.8,463.0,59.5,23.9,0.0,0.0,0.0,0.0,6.503,0.149,0
1196,6.45,15.7,32.2,212.0,5.96,0.46,poor,silty clay loam,480.0,10.8,drip,municipal,898.2,narli,legume,1,13.6,229.4,73.2,23.8,3.0,0.0,0.0,0.0,14.544,0.319,1
1197,7.68,45.9,22.5,72.8,4.94,1.87,moderate,silt loam,430.3,14.5,sprinkler,river,101.3,vezir,other,1,18.6,567.6,68.1,23.4,0.0,0.0,0.0,0.0,1.382,0.247,1
1198,7.23,65.0,19.7,255.5,5.15,3.91,poor,loam,460.6,12.8,none,river,85.3,vezir,hemp,1,17.3,453.8,55.1,18.4,-1.0,0.0,0.0,0.0,0.0,0.249,0
1199,5.74,59.9,10.2,168.5,5.08,1.34,poor,sandy loam,356.4,19.1,drip,municipal,728.4,other,hemp,1,12.9,299.1,77.2,21.2,-1.0,0.0,0.879,0.0,12.722,0.146,0
1200,7.65,50.2,27.5,102.4,5.81,0.77,excellent,silt loam,367.9,0.6,none,river,173.5,vezir,fallow,0,11.8,336.9,82.3,20.4,1.0,0.0,0.0,0.0,0.0,0.496,1
1201,6.26,16.6,15.9,128.4,5.74,3.14,moderate,clay loam,307.5,12.6,sprinkler,rain,231.1,other,other,1,33.7,415.9,36.6,19.7,0.0,0.0,0.0,0.0,7.943,0.184,0
1202,7.7,32.8,23.9,165.5,4.91,0.48,moderate,clay loam,464.7,3.3,none,river,134.1,vezir,sunflower,0,23.5,390.4,36.9,13.6,0.5,0.0,0.0,0.0,0.0,0.4,1
1203,6.11,26.6,12.2,128.6,2.18,1.58,poor,sandy loam,260.2,8.7,drip,municipal,437.6,narli,cereal,0,10.1,408.2,43.3,20.5,0.0,0.0,0.259,0.0,7.389,0.294,0
1204,6.14,37.8,17.6,223.1,3.75,1.06,good,loam,309.9,2.4,flood,well,234.3,other,sunflower,0,16.5,645.9,77.4,15.0,0.5,0.0,0.0,0.0,0.0,0.637,1
1205,7.87,56.8,13.1,169.2,1.82,0.96,excellent,silty clay loam,293.5,6.2,sprinkler,well,723.8,other,hemp,0,29.7,345.3,61.5,17.5,-1.0,0.0,0.0,0.0,13.26,0.361,1
1206,7.04,44.3,44.3,188.8,2.42,3.15,poor,clay loam,416.1,20.0,drip,well,95.2,vezir,other,0,31.1,526.8,82.4,13.4,0.0,0.0,0.0,0.0,2.975,0.142,0
1207,6.39,16.0,23.5,238.3,6.1,1.39,good,sandy loam,196.8,4.4,flood,municipal,327.9,other,hemp,0,16.9,219.1,39.2,20.4,-1.0,0.0,0.0,0.0,25.194,0.552,1
1208,6.31,45.9,14.2,61.7,1.07,1.72,poor,clay loam,138.7,7.1,flood,municipal,651.9,narli,sunflower,0,30.0,505.8,62.5,21.5,0.5,0.0,0.0,0.0,6.356,0.357,0
1209,7.56,18.4,24.5,162.3,6.31,0.5,good,silt loam,280.1,21.0,sprinkler,well,944.9,other,sunflower,0,10.4,610.5,49.4,18.8,0.5,0.0,0.0,0.0,0.0,0.201,0
1210,6.05,24.7,44.9,239.0,3.98,2.6,excellent,loam,411.2,17.9,flood,rain,731.1,other,fallow,1,13.6,609.2,55.7,14.6,1.0,0.0,0.0,0.0,0.0,0.404,1
1211,5.39,62.4,44.4,243.9,5.76,3.84,poor,silty clay loam,478.4,6.5,drip,rain,805.9,narli,legume,0,11.2,300.3,55.1,13.6,3.0,0.0,0.0,0.0,13.804,0.25,0
1212,6.51,18.9,29.3,139.9,2.67,2.95,good,clay loam,143.5,16.2,flood,river,280.5,other,other,0,15.9,487.3,83.6,16.9,0.0,0.0,0.0,0.0,7.539,0.437,1
1213,6.0,21.2,11.2,203.0,5.24,3.33,moderate,loam,255.6,12.8,drip,rain,739.1,vezir,other,1,22.6,330.3,70.9,12.8,0.0,0.0,0.727,0.0,10.594,0.382,1
1214,5.19,35.0,36.0,207.1,1.73,0.52,poor,sandy loam,129.6,21.9,none,well,918.5,other,fallow,0,8.6,173.3,47.3,17.3,1.0,0.0,0.0,0.0,0.0,0.086,0
1215,7.25,76.0,16.3,68.0,5.4,3.2,poor,silty clay loam,579.1,19.6,sprinkler,municipal,565.0,other,cereal,0,26.7,395.9,50.2,16.2,0.0,0.0,0.0,0.0,9.135,0.175,0
1216,7.56,66.9,32.9,119.2,2.87,1.33,moderate,clay loam,293.1,8.2,flood,well,855.3,other,cereal,0,20.1,443.0,59.9,18.1,0.0,0.0,0.0,0.0,10.935,0.415,1
1217,5.18,43.4,14.6,194.5,6.37,0.33,moderate,clay loam,404.7,19.9,flood,river,1049.3,vezir,hemp,1,8.3,605.3,72.9,24.0,-1.0,0.0,0.0,0.0,0.0,0.16,0
1218,7.2,29.8,11.2,173.3,1.81,0.68,excellent,clay loam,451.9,8.4,sprinkler,municipal,784.7,narli,hemp,0,23.5,641.7,38.1,21.2,-1.0,0.0,0.544,0.0,0.0,0.509,1
1219,5.58,47.0,16.5,278.4,1.71,2.18,good,clay loam,112.4,20.8,sprinkler,rain,171.0,narli,hemp,0,13.0,525.5,45.4,10.5,-1.0,0.0,0.0,0.0,3.845,0.254,1
1220,7.14,18.5,28.1,188.5,1.78,0.91,poor,loam,451.0,0.7,sprinkler,river,271.9,narli,other,1,24.9,593.6,60.7,17.5,0.0,1.132,0.0,0.0,0.305,0.304,1
1221,6.88,15.8,25.2,156.8,4.26,3.22,good,sandy loam,297.0,9.6,none,well,985.1,other,other,1,18.0,503.0,50.4,20.2,0.0,0.0,0.0,0.0,0.0,0.585,1
1222,7.37,45.1,32.7,155.7,1.17,0.9,moderate,clay loam,135.0,21.3,none,municipal,686.1,vezir,other,0,22.2,428.0,66.8,18.0,0.0,0.0,0.0,0.0,0.0,0.32,0
1223,7.59,59.1,11.0,141.9,2.31,0.47,good,silty clay loam,498.1,9.5,flood,municipal,861.7,other,other,0,11.4,155.8,56.8,22.3,0.0,0.0,0.704,0.0,26.937,0.316,1
1224,6.21,44.8,44.6,168.7,3.59,3.5,excellent,loam,102.5,13.0,drip,well,269.6,vezir,cereal,1,31.1,340.6,42.6,14.6,0.0,0.0,0.0,0.0,10.168,0.385,1
1225,6.24,53.8,17.5,134.1,4.28,0.13,good,silt loam,477.0,6.6,flood,rain,861.0,other,sunflower,1,20.7,406.8,45.9,10.8,0.5,0.0,0.0,0.0,12.045,0.514,1
1226,7.83,76.1,22.1,142.7,4.76,3.89,good,clay loam,401.0,10.4,sprinkler,river,1042.8,narli,sunflower,0,20.2,432.1,64.9,10.9,0.5,0.0,0.0,0.0,8.308,0.426,1
1227,6.56,40.8,43.9,65.0,3.43,3.91,moderate,clay loam,199.5,20.4,none,river,737.6,other,sunflower,0,25.0,289.7,59.2,16.0,0.5,0.0,0.0,0.0,0.0,0.254,0
1228,6.49,74.7,18.8,266.3,4.89,2.68,poor,sandy loam,185.6,16.7,sprinkler,municipal,471.9,other,sunflower,1,21.3,256.7,83.0,13.3,0.5,0.0,0.0,0.0,17.497,0.254,0
1229,5.39,76.3,9.1,133.0,3.4,3.68,poor,silty clay loam,131.0,12.2,flood,rain,497.9,other,fallow,0,22.6,268.2,57.3,13.4,1.0,0.0,1.448,0.0,23.761,0.193,0
1230,6.86,47.7,22.6,224.3,1.32,1.04,excellent,silt loam,248.1,13.6,sprinkler,municipal,1024.8,vezir,cereal,1,22.3,447.4,43.8,11.6,0.0,0.0,0.0,0.0,8.214,0.507,1
1231,6.56,17.9,20.2,128.3,4.42,1.59,poor,silt loam,360.7,1.8,none,rain,300.3,vezir,hemp,0,32.7,211.3,72.1,11.1,-1.0,0.0,0.0,0.0,0.0,0.188,0
1232,7.26,62.3,38.2,149.1,2.72,1.47,excellent,silty clay loam,432.4,15.6,drip,well,870.9,vezir,legume,1,24.3,257.4,53.6,21.8,3.0,0.0,0.0,0.0,14.657,0.446,1
1233,7.25,64.8,9.0,188.9,5.32,1.98,poor,sandy loam,595.1,19.5,drip,river,944.0,vezir,hemp,1,22.6,605.6,62.9,15.4,-1.0,0.0,1.676,0.0,0.0,0.18,0
1234,7.31,22.5,41.8,197.6,4.98,0.24,good,silt loam,90.1,2.5,sprinkler,rain,594.8,narli,fallow,0,25.8,188.4,35.4,10.2,1.0,0.0,0.0,0.0,19.02,0.692,1
1235,7.87,51.3,34.5,231.9,6.15,1.53,excellent,sandy loam,368.1,2.3,sprinkler,river,897.8,narli,cereal,1,17.5,630.9,37.1,22.2,0.0,0.0,0.0,0.0,0.0,0.535,1
